question_id,question,ground_truth_answer,question_type,difficulty,evaluation_focus,is_answerable,expected_case_id,expected_source_file,expected_chunk_type,expected_answer_keywords,ideal_response_behavior,notes
Q054,Find one surgery log for Dr.MERAI and report its surgery type and duration.,"One matching surgery log for Dr.MERAI is case Cholecystectomy_2025-10-01_12-34-00: surgery type Cholecystectomy, duration 1:32:00.",filtered_case_lookup,medium,metadata_filtering,True,Cholecystectomy_2025-10-01_12-34-00,Cholecystectomy_2025-10-01_12-34-00.json,case_summary,Dr.MERAI|Cholecystectomy|1:32:00,Answer from retrieved context only.,Multiple valid matching records may exist.
Q055,Find one surgery log for Dr.Rao and report its surgery type and duration.,"One matching surgery log for Dr.Rao is case Myomectomy_2025-10-02_14-51-00: surgery type Myomectomy, duration 0:50:00.",filtered_case_lookup,medium,metadata_filtering,True,Myomectomy_2025-10-02_14-51-00,Myomectomy_2025-10-02_14-51-00.json,case_summary,Dr.Rao|Myomectomy|0:50:00,Answer from retrieved context only.,Multiple valid matching records may exist.
Q056,Find one surgery log for Dr.Sharma and report its surgery type and duration.,"One matching surgery log for Dr.Sharma is case Ovarian_Cystectomy_2025-10-03_10-12-00: surgery type Ovarian Cystectomy, duration 1:30:00.",filtered_case_lookup,medium,metadata_filtering,True,Ovarian_Cystectomy_2025-10-03_10-12-00,Ovarian_Cystectomy_2025-10-03_10-12-00.json,case_summary,Dr.Sharma|Ovarian Cystectomy|1:30:00,Answer from retrieved context only.,Multiple valid matching records may exist.
Q057,Find one surgery log for Dr.Mehta and report its surgery type and duration.,"One matching surgery log for Dr.Mehta is case Prostatectomy_2025-10-05_11-49-00: surgery type Prostatectomy, duration 0:48:00.",filtered_case_lookup,medium,metadata_filtering,True,Prostatectomy_2025-10-05_11-49-00,Prostatectomy_2025-10-05_11-49-00.json,case_summary,Dr.Mehta|Prostatectomy|0:48:00,Answer from retrieved context only.,Multiple valid matching records may exist.
Q058,Find one surgery log for Dr.Meril M and report its surgery type and duration.,"One matching surgery log for Dr.Meril M is case Hysterectomy_2025-10-08_12-14-00: surgery type Hysterectomy, duration 0:52:00.",filtered_case_lookup,medium,metadata_filtering,True,Hysterectomy_2025-10-08_12-14-00,Hysterectomy_2025-10-08_12-14-00.json,case_summary,Dr.Meril M|Hysterectomy|0:52:00,Answer from retrieved context only.,Multiple valid matching records may exist.
Q059,Find one surgery log for Dr.Patel and report its surgery type and duration.,"One matching surgery log for Dr.Patel is case Ovarian_Cystectomy_2025-10-11_08-07-00: surgery type Ovarian Cystectomy, duration 1:29:00.",filtered_case_lookup,medium,metadata_filtering,True,Ovarian_Cystectomy_2025-10-11_08-07-00,Ovarian_Cystectomy_2025-10-11_08-07-00.json,case_summary,Dr.Patel|Ovarian Cystectomy|1:29:00,Answer from retrieved context only.,Multiple valid matching records may exist.
Q060,Which case had longer surgery duration: Cholecystectomy_2025-10-01_12-34-00 or Myomectomy_2025-11-22_12-13-00?,Cholecystectomy_2025-10-01_12-34-00 had the longer duration. Cholecystectomy_2025-10-01_12-34-00 lasted 1:32:00 and Myomectomy_2025-11-22_12-13-00 lasted 0:52:00.,comparison,hard,multi_context_reasoning,True,Cholecystectomy_2025-10-01_12-34-00|Myomectomy_2025-11-22_12-13-00,Cholecystectomy_2025-10-01_12-34-00.json|Myomectomy_2025-11-22_12-13-00.json,case_summary|patient_timing,1:32:00|0:52:00|Cholecystectomy_2025-10-01_12-34-00,Answer from retrieved context only.,
Q061,Which case had longer surgery duration: Myomectomy_2025-10-02_14-51-00 or Cholecystectomy_2025-11-21_13-52-00?,Cholecystectomy_2025-11-21_13-52-00 had the longer duration. Myomectomy_2025-10-02_14-51-00 lasted 0:50:00 and Cholecystectomy_2025-11-21_13-52-00 lasted 1:15:00.,comparison,hard,multi_context_reasoning,True,Myomectomy_2025-10-02_14-51-00|Cholecystectomy_2025-11-21_13-52-00,Myomectomy_2025-10-02_14-51-00.json|Cholecystectomy_2025-11-21_13-52-00.json,case_summary|patient_timing,0:50:00|1:15:00|Cholecystectomy_2025-11-21_13-52-00,Answer from retrieved context only.,
Q062,Which case had longer surgery duration: Ovarian_Cystectomy_2025-10-03_10-12-00 or Hysterectomy_2025-11-20_16-15-00?,Ovarian_Cystectomy_2025-10-03_10-12-00 had the longer duration. Ovarian_Cystectomy_2025-10-03_10-12-00 lasted 1:30:00 and Hysterectomy_2025-11-20_16-15-00 lasted 1:17:00.,comparison,hard,multi_context_reasoning,True,Ovarian_Cystectomy_2025-10-03_10-12-00|Hysterectomy_2025-11-20_16-15-00,Ovarian_Cystectomy_2025-10-03_10-12-00.json|Hysterectomy_2025-11-20_16-15-00.json,case_summary|patient_timing,1:30:00|1:17:00|Ovarian_Cystectomy_2025-10-03_10-12-00,Answer from retrieved context only.,
Q063,Which case had longer surgery duration: Partial_or_Total_Nephrectomy_2025-10-04_12-48-00 or Appendectomy_2025-11-19_16-15-00?,Partial_or_Total_Nephrectomy_2025-10-04_12-48-00 had the longer duration. Partial_or_Total_Nephrectomy_2025-10-04_12-48-00 lasted 1:17:00 and Appendectomy_2025-11-19_16-15-00 lasted 1:04:00.,comparison,hard,multi_context_reasoning,True,Partial_or_Total_Nephrectomy_2025-10-04_12-48-00|Appendectomy_2025-11-19_16-15-00,Partial_or_Total_Nephrectomy_2025-10-04_12-48-00.json|Appendectomy_2025-11-19_16-15-00.json,case_summary|patient_timing,1:17:00|1:04:00|Partial_or_Total_Nephrectomy_2025-10-04_12-48-00,Answer from retrieved context only.,
Q064,Which case had longer surgery duration: Prostatectomy_2025-10-05_11-49-00 or Hernia_Repair_2025-11-18_15-47-00?,Prostatectomy_2025-10-05_11-49-00 had the longer duration. Prostatectomy_2025-10-05_11-49-00 lasted 0:48:00 and Hernia_Repair_2025-11-18_15-47-00 lasted 0:38:00.,comparison,hard,multi_context_reasoning,True,Prostatectomy_2025-10-05_11-49-00|Hernia_Repair_2025-11-18_15-47-00,Prostatectomy_2025-10-05_11-49-00.json|Hernia_Repair_2025-11-18_15-47-00.json,case_summary|patient_timing,0:48:00|0:38:00|Prostatectomy_2025-10-05_11-49-00,Answer from retrieved context only.,
Q065,Which case had longer surgery duration: Hernia_Repair_2025-10-06_16-03-00 or Prostatectomy_2025-11-17_11-45-00?,Hernia_Repair_2025-10-06_16-03-00 had the longer duration. Hernia_Repair_2025-10-06_16-03-00 lasted 1:31:00 and Prostatectomy_2025-11-17_11-45-00 lasted 1:06:00.,comparison,hard,multi_context_reasoning,True,Hernia_Repair_2025-10-06_16-03-00|Prostatectomy_2025-11-17_11-45-00,Hernia_Repair_2025-10-06_16-03-00.json|Prostatectomy_2025-11-17_11-45-00.json,case_summary|patient_timing,1:31:00|1:06:00|Hernia_Repair_2025-10-06_16-03-00,Answer from retrieved context only.,
Q066,Which case had longer surgery duration: Appendectomy_2025-10-07_13-28-00 or Partial_or_Total_Nephrectomy_2025-11-16_08-34-00?,Appendectomy_2025-10-07_13-28-00 had the longer duration. Appendectomy_2025-10-07_13-28-00 lasted 0:38:00 and Partial_or_Total_Nephrectomy_2025-11-16_08-34-00 lasted 0:36:00.,comparison,hard,multi_context_reasoning,True,Appendectomy_2025-10-07_13-28-00|Partial_or_Total_Nephrectomy_2025-11-16_08-34-00,Appendectomy_2025-10-07_13-28-00.json|Partial_or_Total_Nephrectomy_2025-11-16_08-34-00.json,case_summary|patient_timing,0:38:00|0:36:00|Appendectomy_2025-10-07_13-28-00,Answer from retrieved context only.,
Q067,Which case had longer surgery duration: Hysterectomy_2025-10-08_12-14-00 or Ovarian_Cystectomy_2025-11-15_09-28-00?,Ovarian_Cystectomy_2025-11-15_09-28-00 had the longer duration. Hysterectomy_2025-10-08_12-14-00 lasted 0:52:00 and Ovarian_Cystectomy_2025-11-15_09-28-00 lasted 1:17:00.,comparison,hard,multi_context_reasoning,True,Hysterectomy_2025-10-08_12-14-00|Ovarian_Cystectomy_2025-11-15_09-28-00,Hysterectomy_2025-10-08_12-14-00.json|Ovarian_Cystectomy_2025-11-15_09-28-00.json,case_summary|patient_timing,0:52:00|1:17:00|Ovarian_Cystectomy_2025-11-15_09-28-00,Answer from retrieved context only.,
Q068,Which case had longer surgery duration: Cholecystectomy_2025-10-09_11-48-00 or Myomectomy_2025-11-14_08-27-00?,Myomectomy_2025-11-14_08-27-00 had the longer duration. Cholecystectomy_2025-10-09_11-48-00 lasted 0:35:00 and Myomectomy_2025-11-14_08-27-00 lasted 0:46:00.,comparison,hard,multi_context_reasoning,True,Cholecystectomy_2025-10-09_11-48-00|Myomectomy_2025-11-14_08-27-00,Cholecystectomy_2025-10-09_11-48-00.json|Myomectomy_2025-11-14_08-27-00.json,case_summary|patient_timing,0:35:00|0:46:00|Myomectomy_2025-11-14_08-27-00,Answer from retrieved context only.,
Q069,Which case had longer surgery duration: Myomectomy_2025-10-10_14-49-00 or Cholecystectomy_2025-11-13_17-46-00?,Cholecystectomy_2025-11-13_17-46-00 had the longer duration. Myomectomy_2025-10-10_14-49-00 lasted 1:26:00 and Cholecystectomy_2025-11-13_17-46-00 lasted 1:31:00.,comparison,hard,multi_context_reasoning,True,Myomectomy_2025-10-10_14-49-00|Cholecystectomy_2025-11-13_17-46-00,Myomectomy_2025-10-10_14-49-00.json|Cholecystectomy_2025-11-13_17-46-00.json,case_summary|patient_timing,1:26:00|1:31:00|Cholecystectomy_2025-11-13_17-46-00,Answer from retrieved context only.,
Q070,Which case has the longest surgery duration in the dummy dataset?,The longest surgery duration is case Hysterectomy_2025-10-16_14-05-00 with duration 1:45:00 (105 minutes).,corpus_aggregation,hard,duration_max,True,Hysterectomy_2025-10-16_14-05-00,Hysterectomy_2025-10-16_14-05-00.json,case_summary|patient_timing|pedal_activity,Hysterectomy_2025-10-16_14-05-00,Answer from retrieved context only.,
Q071,Which case has the shortest surgery duration in the dummy dataset?,The shortest surgery duration is case Cholecystectomy_2025-10-09_11-48-00 with duration 0:35:00 (35 minutes).,corpus_aggregation,hard,duration_min,True,Cholecystectomy_2025-10-09_11-48-00,Cholecystectomy_2025-10-09_11-48-00.json,case_summary|patient_timing|pedal_activity,Cholecystectomy_2025-10-09_11-48-00,Answer from retrieved context only.,
Q072,Which case has the highest clutch pedal count?,Case Ovarian_Cystectomy_2025-11-15_09-28-00 has the highest clutch pedal count with 78 clutch pedal events.,corpus_aggregation,hard,pedal_max,True,Ovarian_Cystectomy_2025-11-15_09-28-00,Ovarian_Cystectomy_2025-11-15_09-28-00.json,case_summary|patient_timing|pedal_activity,Ovarian_Cystectomy_2025-11-15_09-28-00,Answer from retrieved context only.,
Q073,Which case has the highest camera pedal count?,Case Partial_or_Total_Nephrectomy_2025-10-12_16-01-00 has the highest camera pedal count with 33 camera pedal events.,corpus_aggregation,hard,pedal_max,True,Partial_or_Total_Nephrectomy_2025-10-12_16-01-00,Partial_or_Total_Nephrectomy_2025-10-12_16-01-00.json,case_summary|patient_timing|pedal_activity,Partial_or_Total_Nephrectomy_2025-10-12_16-01-00,Answer from retrieved context only.,
Q074,Which patient record has the highest BMI?,Case Cholecystectomy_2025-10-17_16-34-00 has the highest BMI: 33.5.,corpus_aggregation,hard,patient_numeric_max,True,Cholecystectomy_2025-10-17_16-34-00,Cholecystectomy_2025-10-17_16-34-00.json,case_summary|patient_timing|pedal_activity,Cholecystectomy_2025-10-17_16-34-00,Answer from retrieved context only.,
Q075,Which patient record has the lowest BMI?,Case Appendectomy_2025-11-03_09-34-00 has the lowest BMI: 19.6.,corpus_aggregation,hard,patient_numeric_min,True,Appendectomy_2025-11-03_09-34-00,Appendectomy_2025-11-03_09-34-00.json,case_summary|patient_timing|pedal_activity,Appendectomy_2025-11-03_09-34-00,Answer from retrieved context only.,
Q076,Which instrument appears in the highest number of cases?,"The instrument appearing in the highest number of cases is Endowrist_Stapler_30_Instrument, appearing in 21 cases.",corpus_aggregation,hard,instrument_frequency,True,,,instrument_summary,Endowrist_Stapler_30_Instrument|21,Answer from retrieved context only.,Requires aggregation across all instrument metadata.
Q077,Which surgery type appears most often in the dummy dataset?,"The most frequent surgery type is Cholecystectomy, appearing in 7 cases.",corpus_aggregation,hard,metadata_aggregation,True,,,case_summary,Cholecystectomy|7,Answer from retrieved context only.,
Q078,How many Cholecystectomy cases are present in the dummy dataset?,There are 7 Cholecystectomy cases in the dummy dataset.,corpus_aggregation,medium,metadata_aggregation,True,,,case_summary,Cholecystectomy|7,Answer from retrieved context only.,
Q079,How many Myomectomy cases are present in the dummy dataset?,There are 7 Myomectomy cases in the dummy dataset.,corpus_aggregation,medium,metadata_aggregation,True,,,case_summary,Myomectomy|7,Answer from retrieved context only.,
Q080,"In the log named Hernia_Repair_2025-10-06_16-03-00.json, what tool stayed connected for the most time?","In Hernia_Repair_2025-10-06_16-03-00.json, the tool with the most connected time was Endowrist_Stapler_30_Instrument with 3119.30134 seconds.",paraphrased_instrument_max,hard,semantic_plus_numeric,True,Hernia_Repair_2025-10-06_16-03-00,Hernia_Repair_2025-10-06_16-03-00.json,instrument_summary,Endowrist_Stapler_30_Instrument|3119.30134,Answer from retrieved context only.,
Q081,What anesthesia type was used in case Cholecystectomy_2025-10-01_12-34-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Cholecystectomy_2025-10-01_12-34-00,Cholecystectomy_2025-10-01_12-34-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: anesthesia type.
Q082,What was the blood loss volume for case Myomectomy_2025-10-02_14-51-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Myomectomy_2025-10-02_14-51-00,Myomectomy_2025-10-02_14-51-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: blood loss.
Q083,What postoperative complication was recorded for case Ovarian_Cystectomy_2025-10-03_10-12-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Ovarian_Cystectomy_2025-10-03_10-12-00,Ovarian_Cystectomy_2025-10-03_10-12-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: postoperative complication.
Q084,What hospital room number was assigned for case Partial_or_Total_Nephrectomy_2025-10-04_12-48-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Partial_or_Total_Nephrectomy_2025-10-04_12-48-00,Partial_or_Total_Nephrectomy_2025-10-04_12-48-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: hospital room.
Q085,What medication was administered during case Prostatectomy_2025-10-05_11-49-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Prostatectomy_2025-10-05_11-49-00,Prostatectomy_2025-10-05_11-49-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: medication.
Q086,What was the patient's diagnosis before surgery in case Hernia_Repair_2025-10-06_16-03-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Hernia_Repair_2025-10-06_16-03-00,Hernia_Repair_2025-10-06_16-03-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: diagnosis.
Q087,Which assistant surgeon helped in case Appendectomy_2025-10-07_13-28-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Appendectomy_2025-10-07_13-28-00,Appendectomy_2025-10-07_13-28-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: assistant surgeon.
Q088,What was the robot serial number used in case Hysterectomy_2025-10-08_12-14-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Hysterectomy_2025-10-08_12-14-00,Hysterectomy_2025-10-08_12-14-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: robot serial number.
Q089,What was the estimated cost for case Cholecystectomy_2025-10-09_11-48-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Cholecystectomy_2025-10-09_11-48-00,Cholecystectomy_2025-10-09_11-48-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: estimated cost.
Q090,What was the discharge date for case Myomectomy_2025-10-10_14-49-00?,Not available in the retrieved surgery logs.,unanswerable_missing_field,edge,llm_hallucination_check,False,Myomectomy_2025-10-10_14-49-00,Myomectomy_2025-10-10_14-49-00.json,,,Say: Not available in the retrieved surgery logs.,Field not present in JSON schema: discharge date.
Q091,Show the surgery duration for case CASE_DOES_NOT_EXIST_999.,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q092,Which instruments were used by Dr.Unknown Surgeon?,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q093,Find the cardiac bypass surgery logs from this dataset.,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q094,What happened in the Caesarean section case?,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q095,Give the MRI report conclusion for Patient_999.,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q096,Which case used Laser_Dissection_Tool_X?,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q097,What was the chemotherapy dose in this surgery log?,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q098,Which surgery used a pediatric bronchoscope?,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q099,Tell me the pathology result for the nephrectomy case.,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
Q100,What insurance provider was linked with Patient_10?,Not available in the retrieved surgery logs.,unanswerable_no_match,edge,retrieval_no_match_check,False,,,,,Say: Not available in the retrieved surgery logs.,Non-existent case/entity/field or outside-scope clinical/admin data.
